"123_part1" "123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"вступать" 0.02 0 0.01 0.05 0.01 0.01 0 0 0 0 0.07 0.03 0.05 0.01 0.01 0.01 0.01 0.04 0 0.04
"греция" 0 0 0 0 0.01 0 0.04 0.1 0.05 0.15 0 0 0 0 0 0 0 0.02 0 0
"дама" 0 0 0 0 0 0.01 0.05 0 0 0 0.03 0.06 0.02 0.02 0.02 0 0.13 0.02 0.01 0
"ирод" 0 0 0 0 0.06 0.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"казнь" 0.01 0.02 0 0 0.03 0.01 0.01 0.03 0.03 0.08 0.01 0.01 0.06 0 0.01 0 0.02 0.01 0.03 0
"кой" 0.02 0.02 0.02 0.06 0 0.04 0.01 0 0 0 0.06 0.01 0.01 0.07 0 0 0 0 0.04 0.01
"кончаться" 0.04 0.02 0.02 0.02 0 0.01 0.05 0.02 0.09 0.02 0 0 0.01 0 0.02 0 0 0.04 0.01 0
"кора" 0 0 0 0.34 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0
"небесный" 0 0.01 0 0 0 0.01 0.01 0.02 0.03 0.02 0.14 0 0 0.05 0 0 0 0.02 0 0.06
"некоторый" 0.06 0.09 0.01 0.01 0 0.05 0 0 0 0 0.03 0 0.04 0.01 0.02 0 0.01 0.02 0.02 0
"одиссея" 0 0 0 0 0 0.01 0.02 0.33 0.01 0 0 0 0 0 0 0 0 0 0 0
"переть" 0 0 0 0 0.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"перо" 0 0 0 0 0.28 0 0 0 0.03 0.02 0 0 0.03 0 0 0 0 0.01 0 0
"песок" 0 0 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0.34 0 0 0 0 0.01
"плен" 0.01 0 0.05 0 0 0 0.09 0.01 0.06 0.04 0 0 0 0.01 0 0 0.05 0.01 0.04 0
"поединок" 0 0 0 0.02 0 0.01 0.05 0 0 0.02 0.01 0.02 0.16 0.05 0 0 0.02 0.01 0 0
"поселяться" 0.01 0 0 0.02 0.01 0.01 0 0 0.02 0.02 0.04 0.01 0.02 0.02 0.01 0.02 0.01 0 0.09 0.06
"поступок" 0.03 0 0.03 0.05 0 0.02 0.02 0 0.02 0 0.03 0.01 0.04 0.01 0.01 0.02 0.01 0.04 0.02 0.01
"поэма" 0.01 0 0 0 0.02 0.01 0.13 0.09 0.04 0.02 0 0 0 0 0 0 0 0.05 0 0
"просьба" 0.01 0.03 0.04 0 0.02 0 0.02 0.02 0.02 0.01 0.01 0.01 0.07 0.02 0.01 0 0.03 0.03 0.02 0
"прочь" 0.04 0.02 0 0.01 0 0.01 0.04 0.03 0.03 0.04 0.03 0.02 0.02 0.02 0 0 0.01 0.01 0.02 0.02
"прямо" 0.02 0.06 0.02 0 0.01 0.01 0.01 0 0 0.01 0.02 0.02 0.02 0.02 0.02 0.05 0.02 0.01 0.01 0.04
"решаться" 0.06 0.03 0.01 0.05 0 0.02 0 0.02 0.01 0.05 0 0 0.02 0 0.02 0.01 0.01 0.02 0.02 0.02
"сильно" 0.04 0.01 0.04 0.03 0.03 0.02 0.05 0.02 0.01 0.01 0 0.01 0.01 0 0 0.02 0 0 0.04 0.03
"случайно" 0.02 0.06 0.02 0.02 0.03 0 0 0 0.01 0 0.01 0.01 0 0.01 0.03 0.05 0.03 0.02 0.02 0.03
"схватывать" 0 0.04 0 0 0.01 0.01 0.03 0.04 0.01 0.01 0 0.03 0.01 0.02 0 0.03 0 0 0.04 0.09
"учитель" 0 0.03 0 0 0 0 0 0 0 0.02 0 0 0.14 0.01 0.01 0.06 0 0.01 0 0.09
"целый" 0 0 0.01 0.05 0.03 0.01 0.04 0.03 0.04 0.02 0.05 0.02 0.01 0 0.01 0.01 0.02 0 0.01 0.01
"беатриче" 0 0 0 0 0 0 0 0 0 0 0 0.36 0 0 0 0 0 0 0 0
"глава" 0.06 0 0.03 0 0 0.02 0.04 0.03 0 0.04 0 0.01 0.04 0 0 0.01 0.06 0.02 0 0
"задумывать" 0 0.01 0.05 0.01 0.01 0 0 0.01 0.01 0.02 0.02 0.02 0.01 0.03 0 0.02 0 0 0.07 0.07
"конечно" 0 0.01 0.01 0 0.01 0.04 0.05 0.05 0.04 0.02 0.02 0.03 0.02 0.01 0.01 0 0 0 0.03 0.01
"младший" 0.03 0 0.01 0.01 0.02 0.01 0.05 0.03 0.03 0 0.01 0.03 0 0.03 0.01 0.03 0 0.01 0.05 0
"монах" 0.01 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0.01 0.04 0.27
"надежда" 0.02 0.03 0.02 0.03 0.03 0.03 0.01 0.02 0.02 0.01 0.01 0.01 0.05 0 0.01 0.01 0 0.04 0.01 0
"начало" 0.03 0.01 0.02 0.02 0.04 0 0.03 0.02 0.03 0.01 0.02 0.02 0 0.03 0.02 0.01 0.04 0 0.01 0
"никакой" 0 0.02 0.02 0.08 0.02 0.02 0 0 0.01 0 0.01 0.06 0.02 0.03 0.02 0.01 0.02 0 0.02 0
"попытка" 0.04 0 0.05 0.11 0.03 0.05 0 0 0 0 0.01 0.01 0 0.01 0.01 0 0.02 0 0.02 0
"поход" 0.01 0.01 0.03 0 0.04 0.02 0.01 0.06 0.04 0.06 0 0 0.02 0.01 0.01 0 0.01 0.02 0.01 0
"править" 0.01 0.01 0.05 0 0.01 0.01 0.09 0.01 0.03 0.05 0.01 0.01 0.01 0.02 0 0 0.01 0.03 0 0
"представать" 0 0 0.01 0.01 0 0.01 0.02 0.02 0.01 0 0.02 0.01 0.14 0.01 0.01 0.01 0.01 0 0.02 0.05
"про" 0.08 0.02 0.02 0 0.01 0 0.02 0 0.05 0.01 0.02 0.02 0 0.01 0 0.01 0 0 0.05 0.04
"роль" 0.01 0.02 0.02 0.04 0.05 0.04 0 0 0 0.01 0.03 0.01 0.01 0.01 0.01 0.01 0.04 0.04 0.01 0
"связывать" 0.01 0.03 0 0 0.05 0.01 0.02 0.02 0.02 0 0.01 0.01 0.03 0.03 0.04 0.02 0 0.03 0.01 0.02
"сколько" 0.01 0.01 0.02 0.01 0.02 0.01 0.02 0.01 0.02 0 0.01 0.02 0.03 0.03 0.04 0.01 0.02 0.03 0.03 0.01
"статуя" 0 0 0.02 0 0.01 0 0 0.03 0.04 0.03 0 0 0.11 0.07 0.01 0.04 0 0 0 0
"сунуть" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0 0.33
"умолять" 0 0.01 0.02 0.03 0 0 0 0 0 0 0.02 0.07 0.01 0.05 0.02 0 0.02 0.02 0.03 0.06
"фермер" 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0.06 0.27 0 0
"чудо" 0.02 0 0.04 0 0.05 0.01 0.05 0 0.04 0.02 0.01 0.02 0.04 0.02 0 0 0 0.02 0.01 0.01
"армия" 0.03 0.02 0.08 0.05 0 0.02 0 0 0 0.01 0.05 0 0.01 0 0.01 0.02 0.04 0.01 0 0
"доходить" 0.01 0.03 0.01 0.02 0.01 0.03 0.02 0.01 0.02 0.06 0 0 0 0.03 0.02 0.01 0 0.01 0.04 0.02
"интерес" 0.05 0.02 0.05 0.05 0.01 0 0 0 0 0 0.03 0.01 0.02 0.01 0.01 0.03 0.03 0.02 0 0.01
"любимый" 0.03 0.02 0.03 0 0.01 0.05 0.01 0 0.03 0 0 0.02 0.05 0.01 0.01 0.02 0.01 0.01 0 0.04
"оружие" 0.01 0 0.03 0.02 0.03 0.07 0.02 0.02 0 0 0.03 0 0 0 0.04 0.01 0 0.04 0 0.03
"офицер" 0.04 0.02 0.04 0.02 0 0.01 0 0 0 0 0.09 0 0 0.04 0 0.08 0.01 0 0 0
"пить" 0.04 0.04 0.01 0.02 0.01 0.02 0.05 0.01 0.02 0.04 0.01 0 0.01 0 0 0.03 0 0 0.01 0.03
"плохо" 0 0 0.01 0.04 0.02 0 0.02 0 0.02 0.02 0.03 0.01 0.01 0.03 0.04 0.02 0.02 0.01 0.01 0.04
"позор" 0.07 0 0 0 0.01 0 0 0.01 0.01 0 0.01 0 0.11 0.02 0.01 0.01 0.04 0.04 0.01 0
"поскольку" 0.01 0.02 0.01 0.01 0.01 0.02 0 0 0 0 0.02 0.06 0.06 0 0.02 0.06 0.01 0.01 0.02 0.01
"праздник" 0.02 0.01 0.01 0.01 0.02 0.05 0.03 0.01 0.03 0 0.02 0 0 0 0.03 0.08 0 0 0.02 0.01
"руджьер" 0 0 0 0 0 0 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0
"служба" 0 0.01 0.03 0.01 0 0.04 0.02 0.03 0.05 0.01 0 0.01 0.02 0.02 0 0.01 0.01 0.01 0.03 0.04
"стоить" 0.01 0.01 0 0.02 0.05 0.03 0 0 0.02 0 0.03 0.03 0.02 0.04 0.01 0.02 0.03 0.01 0.01 0.01
"тесь" 0 0 0 0 0 0 0 0.11 0.04 0.08 0 0 0 0 0 0 0 0.12 0 0
"фру" 0 0 0 0 0.26 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"хотеться" 0.04 0.03 0.03 0 0.02 0.05 0.01 0 0.02 0 0.01 0.02 0.04 0.01 0.03 0.03 0.01 0 0 0
"четыре" 0.04 0.01 0 0.03 0.02 0.02 0.01 0.02 0.01 0.03 0.02 0.01 0 0.05 0.02 0.03 0.01 0 0.02 0
"амфитрион" 0 0 0 0 0 0 0 0 0.34 0 0 0 0 0 0 0 0 0 0 0
"артемида" 0 0 0 0 0 0 0.01 0.3 0.02 0.01 0 0 0 0 0 0 0 0 0 0
"весьма" 0.03 0 0.02 0.04 0.01 0 0 0 0 0 0.04 0.09 0.02 0.03 0 0.01 0 0 0.05 0
"вождь" 0 0 0.03 0.01 0 0.01 0.02 0.11 0.01 0.03 0.01 0 0.05 0.05 0 0 0 0 0 0.01
"гектор" 0 0 0 0 0 0 0.03 0.23 0 0 0 0 0 0.01 0 0 0 0.07 0 0
"горе" 0 0.01 0 0.01 0.04 0 0.02 0.03 0.07 0.01 0.01 0.03 0.01 0 0.02 0 0.02 0.01 0.05 0
"гутьерра" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0 0
"дионис" 0 0 0 0 0 0 0.24 0.01 0.06 0.03 0 0 0 0 0 0 0 0 0 0
"жестокий" 0 0.01 0.02 0.02 0 0.03 0 0.03 0.02 0.03 0 0.04 0.03 0.04 0.02 0.01 0 0.02 0 0.02
"красивый" 0.02 0.01 0.03 0.02 0.02 0 0.01 0.02 0.02 0 0.02 0.01 0 0.04 0.02 0.04 0.01 0.01 0.02 0.02
"креонт" 0 0 0 0 0 0 0 0 0 0.28 0 0.06 0 0 0 0 0 0 0 0
"легко" 0.01 0.01 0.02 0.02 0.02 0.01 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.03 0.03 0.04 0.02 0.01 0.02 0.01
"немного" 0.03 0 0.03 0.02 0.03 0.03 0 0 0.01 0.01 0.05 0.05 0.01 0.01 0 0.01 0.01 0.02 0 0.02
"немой" 0.03 0.01 0.01 0.01 0.03 0.01 0.02 0.02 0.03 0 0.01 0 0 0.02 0.02 0.04 0.03 0.02 0 0.03
"обращать" 0.03 0.01 0.01 0.02 0 0.01 0.02 0.03 0.02 0 0.03 0.01 0.03 0.02 0.03 0.03 0.01 0 0.03 0
"одежда" 0.03 0 0.01 0 0.05 0 0 0.01 0.02 0.02 0.03 0 0.01 0.02 0.02 0.01 0 0.02 0.02 0.07
"отправлять" 0 0.02 0.03 0.02 0.01 0.02 0 0 0.01 0.02 0.02 0.04 0.02 0.05 0 0.02 0.01 0.01 0.02 0.02
"плакать" 0.06 0 0.02 0 0 0 0 0.11 0.03 0.04 0 0.01 0 0.02 0.02 0.01 0 0 0.01 0.01
"плохой" 0.01 0.03 0.01 0.03 0.03 0.01 0.07 0.01 0 0.02 0.02 0.01 0 0.04 0.02 0.01 0.01 0.01 0 0
"поиск" 0.02 0.01 0.03 0.03 0.02 0.01 0.04 0 0.01 0 0 0.01 0.01 0.02 0 0.01 0.03 0.05 0.01 0.03
"слушать" 0.01 0.02 0.01 0 0.02 0.02 0 0 0.03 0.02 0.02 0.02 0.02 0 0.03 0.04 0.03 0.02 0.01 0.02
"снимать" 0.02 0.01 0.04 0.03 0.04 0 0.03 0.02 0 0 0.01 0.01 0 0.01 0.04 0.01 0.01 0.02 0.01 0.03
"сосед" 0.01 0.02 0.03 0 0.03 0.02 0.01 0 0.05 0 0.06 0 0 0.01 0 0.01 0.01 0.01 0.02 0.05
"фрэнк" 0 0 0.04 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"хватать" 0 0.02 0.01 0.02 0.02 0.03 0.04 0 0.06 0.01 0 0.01 0.03 0 0.01 0.01 0.02 0.03 0.02 0
"ходить" 0.08 0.02 0 0 0.01 0.03 0.01 0.01 0.01 0.03 0.02 0 0 0.01 0.06 0.01 0.02 0 0 0.02
"вынуждать" 0.06 0.04 0.01 0.03 0.01 0 0 0 0 0 0 0.07 0.02 0.06 0 0.01 0.01 0.01 0 0
"держать" 0 0.02 0.03 0.01 0.01 0.03 0.04 0.01 0.02 0.01 0.03 0.02 0 0 0.02 0 0.01 0.03 0.03 0.01
"дмитриев" 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дома" 0.02 0.02 0.02 0.01 0.04 0.02 0 0.01 0.03 0 0.01 0.01 0.01 0.02 0.01 0.03 0.02 0.02 0.01 0.02
"замок" 0.01 0 0.02 0 0.1 0.01 0.05 0 0 0.01 0.03 0.04 0 0.05 0 0 0 0 0.01 0
"занимать" 0.01 0.02 0.01 0 0.01 0.01 0.01 0.01 0.01 0.03 0.01 0.02 0.02 0.01 0.01 0.02 0.03 0.03 0.05 0.01
"исполнять" 0 0.01 0.02 0 0 0.02 0 0.02 0.01 0.01 0 0.02 0.1 0.02 0.02 0 0 0.02 0.03 0.03
"косме" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0
"мирандолина" 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0
"миссис" 0 0 0.01 0.04 0 0 0 0 0 0 0.16 0.01 0 0.09 0 0 0 0.02 0 0
"назначать" 0.07 0.02 0 0 0 0 0 0.01 0.01 0 0.01 0.02 0.03 0.03 0 0.02 0.01 0.04 0.05 0.01
"наказывать" 0.01 0.01 0 0 0 0 0.04 0.04 0.04 0.02 0 0.03 0.05 0.01 0.01 0 0 0.02 0.03 0.02
"направляться" 0.09 0 0.02 0.01 0.01 0.03 0 0.01 0.01 0 0 0.04 0 0.02 0.01 0 0.01 0.06 0.01 0
"наследник" 0 0.07 0 0 0 0 0.01 0.02 0 0.05 0.01 0.01 0.04 0.01 0 0.01 0 0.05 0.05 0
"очередной" 0.05 0.04 0.12 0.04 0 0 0 0 0.01 0 0.01 0.03 0 0.01 0 0 0 0 0 0.02
"подниматься" 0.02 0 0.01 0.03 0 0.03 0 0.02 0 0.01 0.01 0.02 0 0.05 0.04 0.05 0 0 0.01 0.03
"пресли" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0
"смысл" 0 0 0.05 0.02 0.02 0.04 0.01 0 0 0 0.04 0.01 0.01 0.02 0.01 0.02 0.06 0.01 0.01 0
"такитиро" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17 0.16 0 0 0 0
"троянец" 0 0 0 0 0 0 0.12 0.2 0.01 0 0 0 0 0 0 0 0 0 0 0
"тюрьма" 0.02 0 0.05 0.09 0.04 0 0 0 0 0 0.02 0.01 0 0.01 0.01 0.01 0.03 0.04 0 0
"уметь" 0 0.02 0.04 0.03 0.01 0.01 0.01 0.05 0.02 0.04 0 0.02 0 0.01 0 0 0.02 0.01 0.03 0.01
"услышать" 0 0 0.01 0 0.02 0.01 0.02 0.04 0.03 0.01 0 0.01 0.01 0.04 0.03 0.05 0.01 0.03 0.01 0
"язык" 0.01 0.01 0 0 0.04 0.04 0.05 0.01 0 0.02 0.02 0.01 0 0.01 0.01 0.05 0.04 0.01 0 0
"афин" 0 0 0 0 0 0 0.01 0.2 0.06 0.05 0 0 0 0 0 0 0 0 0 0
"вина" 0 0.05 0.01 0 0.03 0 0.01 0.02 0.02 0.05 0.01 0.01 0.03 0 0 0.01 0.01 0.02 0.03 0.01
"владелец" 0.01 0 0.03 0.03 0 0.02 0 0 0 0 0.04 0.02 0 0.01 0.01 0.1 0.01 0.02 0.02 0
"вообще" 0.01 0.06 0.02 0.02 0.02 0.1 0 0 0.02 0 0.01 0.02 0.01 0.01 0 0.01 0 0 0 0.01
"дядя" 0 0.02 0.09 0.03 0 0 0 0 0 0 0.01 0 0 0 0 0.04 0.12 0 0 0.01
"комедия" 0 0 0 0 0 0 0.15 0 0.15 0 0 0.01 0 0 0 0 0.01 0 0 0
"компания" 0.06 0 0.02 0.07 0.03 0 0 0 0.01 0 0.01 0.02 0.01 0.01 0.01 0.04 0.01 0.02 0 0
"крик" 0.06 0.01 0 0 0.03 0.01 0.02 0.05 0.02 0 0 0.01 0 0.01 0.02 0.02 0.01 0 0.02 0.03
"молить" 0 0 0 0 0 0.01 0.02 0.03 0.03 0.04 0 0.02 0.06 0.02 0 0.02 0 0.02 0.04 0.01
"наэко" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32 0 0 0 0
"окно" 0.03 0.03 0.01 0.04 0.05 0 0 0 0 0 0 0.01 0.01 0.01 0.02 0.05 0.05 0 0 0.01
"опасность" 0 0.01 0.03 0.03 0 0.02 0.01 0.01 0 0.02 0.06 0 0.04 0.03 0 0.03 0.01 0 0.02 0
"побеждать" 0 0 0 0.02 0 0 0.1 0.02 0.04 0.07 0 0.01 0.01 0 0 0 0.02 0.02 0 0.01
"пояс" 0 0 0.04 0 0 0 0.02 0.01 0 0 0 0 0 0 0.08 0.15 0 0 0 0.02
"простой" 0.03 0.01 0.01 0.01 0.03 0.05 0.02 0 0 0.02 0.04 0.02 0 0 0.01 0 0.01 0.01 0.04 0.01
"рабочий" 0.02 0.01 0.01 0.01 0 0.06 0 0 0 0.01 0.02 0 0 0 0 0.02 0.12 0.04 0 0
"садиться" 0.04 0 0.03 0.01 0.03 0 0 0.01 0.02 0.02 0.04 0.03 0 0.01 0 0.05 0.01 0.02 0 0
"столь" 0.01 0.01 0.03 0.01 0.06 0.03 0.01 0 0.01 0 0 0.03 0.06 0.02 0 0 0 0.02 0.01 0.01
"фивы" 0 0 0 0 0 0 0 0 0.1 0.22 0 0 0 0 0 0 0 0 0 0
"чиновник" 0.01 0 0 0 0.02 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.18 0.1
"важный" 0.02 0.03 0.01 0.02 0.03 0.03 0 0 0.01 0 0.01 0.03 0 0.01 0.02 0 0.03 0.02 0.03 0.01
"ветер" 0 0.01 0.04 0 0 0 0.03 0.09 0.01 0.05 0.01 0.03 0 0 0 0 0 0 0.02 0.02
"гибель" 0 0 0.03 0.03 0 0.01 0.02 0.03 0.01 0.01 0.03 0.02 0.02 0.03 0 0.02 0.02 0.03 0 0
"испытание" 0 0.02 0.03 0 0.03 0 0.01 0.01 0 0.06 0.03 0 0.05 0 0 0.01 0 0 0.04 0.02
"королевский" 0 0 0.04 0 0 0 0 0 0 0 0.02 0.03 0.15 0.06 0 0 0.01 0 0 0
"могучий" 0 0.02 0.01 0 0 0 0.03 0.05 0.07 0.06 0 0 0.01 0.03 0 0.01 0 0.01 0 0.01
"нильс" 0 0 0 0 0.01 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"оборотень" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0.3
"ожидать" 0.03 0 0.01 0.01 0.02 0.02 0 0.01 0.01 0 0.05 0.06 0.03 0.02 0.01 0.02 0 0.01 0 0
"падать" 0.05 0.01 0 0.01 0.03 0.01 0.04 0.02 0.01 0.03 0 0.02 0 0 0.04 0.02 0.01 0.01 0 0
"подземный" 0 0.02 0.07 0 0 0.01 0.07 0.03 0.04 0.05 0.01 0 0.01 0 0 0 0 0 0 0
"поехать" 0.01 0.02 0.03 0.01 0 0.03 0.02 0 0.01 0.03 0.02 0 0 0.01 0.03 0.04 0.01 0 0.02 0.02
"полицейский" 0.02 0 0.01 0.02 0 0.01 0 0 0 0 0.04 0 0 0 0 0.08 0.12 0.01 0 0
"постепенно" 0.01 0.04 0.01 0.03 0.01 0.02 0 0 0 0 0.06 0.01 0.01 0.01 0.02 0.03 0.02 0.01 0.01 0.01
"привозить" 0 0.02 0.02 0 0.02 0.01 0 0.04 0.02 0.01 0.01 0.02 0 0.01 0.05 0.03 0.01 0 0.02 0.02
"приказ" 0.01 0.03 0.02 0.01 0 0.02 0 0.03 0 0.05 0.01 0 0.01 0.03 0 0.02 0.02 0.01 0.03 0.01
"произносить" 0.03 0 0.01 0.02 0 0.02 0.02 0.01 0.01 0.03 0 0.02 0.06 0 0 0 0 0 0.04 0.04
"пускать" 0.03 0.03 0.01 0.01 0 0 0.02 0.01 0.04 0.01 0.03 0.02 0.01 0.01 0 0.02 0.02 0.03 0.01 0
"сад" 0.01 0.02 0.01 0 0.02 0.02 0 0.01 0 0.02 0.01 0 0.02 0.01 0.06 0 0 0 0.05 0.05
"свидетель" 0.02 0.03 0 0.01 0.02 0 0 0 0.06 0.01 0.01 0.05 0 0 0.01 0.03 0.02 0.03 0.01 0
"связь" 0.03 0.03 0.03 0.04 0.03 0.01 0 0 0 0 0.04 0 0 0 0.05 0.02 0.02 0 0 0.01
"святой" 0.01 0 0.01 0.02 0.03 0.01 0.02 0.01 0.01 0.02 0.04 0.01 0 0.08 0 0.03 0 0 0.01 0
"слух" 0.03 0.02 0 0.05 0.03 0 0.03 0.01 0 0.01 0 0.01 0 0 0.04 0.01 0 0.04 0.02 0.01
"спустя" 0.02 0.02 0 0.04 0 0 0.01 0.01 0.01 0.01 0.07 0.01 0.03 0.02 0.01 0 0 0 0.03 0.02
"ударять" 0.02 0.01 0.01 0.02 0 0.01 0.05 0.06 0.02 0.04 0 0 0 0 0.01 0.01 0.02 0 0.01 0.02
"царский" 0 0.01 0 0 0.02 0 0.01 0.05 0.02 0.11 0.01 0.01 0.02 0 0 0 0 0.03 0.01 0.01
"алеша" 0.28 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"бедный" 0.01 0.02 0 0.01 0.01 0.01 0.01 0 0.04 0 0.02 0.02 0.01 0.03 0.02 0.02 0 0.02 0.02 0.03
"васильевна" 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"вдова" 0 0.05 0 0.02 0 0 0.01 0.01 0 0.01 0.03 0.02 0 0.06 0 0 0.02 0.01 0.05 0.01
"возможность" 0.04 0.03 0.01 0.04 0 0.01 0 0 0 0 0.01 0.01 0.01 0.04 0.02 0.01 0 0.05 0.01 0.01
"выпивать" 0.05 0.04 0.01 0 0.03 0.02 0 0.01 0.01 0 0.01 0.03 0 0 0.01 0.02 0 0 0.01 0.05
"выслушивать" 0.03 0.03 0.01 0.02 0.01 0.02 0.01 0 0 0.01 0.01 0.03 0.05 0.02 0 0 0 0.02 0.02 0.01
"глебов" 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дикий" 0 0 0.01 0 0.04 0 0.03 0.02 0.04 0.03 0.03 0.01 0.02 0 0.01 0.04 0.01 0.01 0 0
"еврипид" 0 0 0 0 0 0 0.14 0.09 0.06 0.01 0 0 0 0 0 0 0 0 0 0
"картина" 0.03 0.02 0.02 0.01 0 0.01 0.03 0 0 0 0 0 0 0.01 0.09 0.01 0.01 0.04 0.02 0
"корделия" 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"кричать" 0.01 0 0 0.01 0 0.04 0.04 0.08 0.04 0.01 0 0.01 0.01 0.01 0.02 0 0.01 0.01 0 0
"кусь" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0
"мариамна" 0 0 0 0 0.02 0.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"мисс" 0 0 0 0.18 0 0 0 0 0 0 0.08 0 0 0.04 0 0 0 0 0 0
"мука" 0.02 0.01 0 0.01 0 0.02 0 0.03 0 0.05 0.02 0 0.01 0.01 0.06 0.01 0.01 0.03 0.01 0
"начальник" 0.03 0.01 0.01 0.03 0 0.02 0.01 0.01 0.01 0 0 0.01 0.01 0.01 0.01 0 0 0.02 0.08 0.03
"несмотря" 0.02 0.03 0 0.03 0 0 0 0.01 0 0 0.05 0.01 0.04 0.04 0.02 0 0.02 0.01 0.02 0
"обвинять" 0.02 0.01 0.01 0.02 0.02 0.01 0.02 0 0.01 0.01 0 0.01 0 0.01 0.02 0.02 0.03 0.04 0.02 0.02
"обманывать" 0 0 0.01 0.01 0.08 0.01 0 0.02 0.02 0.03 0 0 0 0.01 0.03 0.01 0.01 0.03 0.01 0.02
"ольга" 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"подруга" 0 0.02 0.06 0 0.03 0 0.01 0 0 0.01 0.04 0 0.05 0 0.02 0.01 0.01 0.01 0 0.03
"попытаться" 0 0.01 0.04 0.01 0.01 0 0 0 0 0 0.02 0.03 0.03 0.05 0.01 0.02 0.01 0 0.03 0.03
"похожий" 0.01 0.02 0.03 0.01 0 0.01 0 0.01 0.01 0.01 0.02 0.01 0.01 0 0.06 0.02 0 0.01 0.04 0.02
"причина" 0 0.01 0.01 0.03 0.03 0.01 0.01 0.02 0 0 0 0.01 0.02 0.02 0.03 0.01 0.05 0.04 0 0
"прошлое" 0.01 0.06 0.01 0.03 0.05 0.02 0 0.01 0 0 0.03 0 0.01 0.01 0.02 0.02 0.01 0 0.01 0
"проявлять" 0.02 0.02 0.04 0.09 0.01 0.02 0 0 0 0.01 0 0 0 0.02 0 0.02 0.01 0.01 0.02 0.01
"результат" 0.02 0.02 0.05 0.06 0.01 0.04 0 0 0 0 0.01 0.02 0 0.01 0.02 0.01 0.02 0 0.01 0
"рыцарь" 0.01 0 0 0 0.01 0.01 0.13 0 0 0 0 0 0.01 0.12 0 0 0.01 0 0 0
"сжигать" 0 0 0.02 0.04 0.02 0.02 0 0 0.04 0.01 0.01 0 0.01 0.02 0.04 0.02 0 0 0.02 0.03
"союз" 0 0.01 0.02 0 0.01 0.01 0.03 0.01 0 0.02 0 0.01 0.04 0.03 0 0.06 0.01 0.03 0 0.01
"способный" 0.02 0.03 0.02 0.03 0.02 0.02 0.02 0 0 0.01 0.01 0 0 0.01 0.02 0.02 0.02 0 0.03 0.02
"труффальдино" 0 0 0 0 0 0 0 0 0 0 0 0.13 0.17 0 0 0 0 0 0 0
"хоть" 0.01 0.03 0.01 0 0 0 0.05 0.02 0.04 0.03 0.01 0.01 0.01 0.01 0 0.02 0.03 0 0 0.02
"чудовище" 0 0.01 0 0 0.01 0 0.05 0.04 0.02 0.02 0.01 0 0.02 0 0.03 0 0 0.07 0 0.02
"эшли" 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"возлюбленная" 0.02 0 0 0 0.02 0 0.02 0 0.03 0 0 0.06 0.03 0.01 0.01 0 0 0.03 0.03 0.03
"вслед" 0.02 0.01 0 0.01 0.01 0 0.01 0.02 0.03 0.02 0.03 0.02 0.01 0.02 0.02 0.03 0 0.02 0 0.01
