texts/stivenson_ostrov_sokrovicsh.txt	Остров сокровищ	1883	Стивенсон	1850–1894	Читается за 7 минут	4,5 ч			Британская литература->Шотландская
texts/stivenson_strannaja_istorija_dzhekila_i_haida.txt	Странная история Доктора Джекила и Мистера Хайда	1883	Стивенсон	1850–1894	Читается за 20 минут	2 ч			Британская литература->Шотландская
texts/stivenson_chernaja_strela.txt	Чёрная стрела	1883	Стивенсон	1850–1894	Читается за 7 минут	6 ч			Британская литература->Шотландская
texts/steel_golodnyy_gorod.txt	Голодный город: как еда определяет нашу жизнь		Стил		Читается за 10 минут	12 ч			Европейская литература->Британская
texts/stoppard_rozenkranc_i_gildenstern_mertvy.txt	Розенкранц и Гильденстерн мертвы		Стоппард	род. 1937	Читается за 12 минут	2,5 ч			Европейская литература->Британская
texts/straparola_prijatnye_nochi.txt	Приятные ночи		Страпарола	1480–1557	Читается за 12 минут		Д. А. Карельский	karelsky	Европейская литература->Итальянская
texts/strindberg_freken_julija.txt	Фрёкен Юлия		Стриндберг	1849–1912	Читается за 9 минут		Б. А. Ерхов	erkhov	Скандинавская литература->Шведская
texts/strindberg_krasnaja_komnata.txt	Красная комната		Стриндберг	1849–1912	Читается за 10 минут	9 ч	Б. А. Ерхов	erkhov	Скандинавская литература->Шведская
texts/strindberg_otec.txt	Отец		Стриндберг	1849–1912	Читается за 11 минут		Б. А. Ерхов	erkhov	Скандинавская литература->Шведская
texts/strugackie_trudno_byt_bogom.txt	Трудно быть богом	1971	Стругацкие	XX–XXI вв.	Читается за 6 минут	6 ч			Русская литература->Советская
texts/strugackie_piknik_na_obochine.txt	Пикник на обочине	1971	Стругацкие	XX–XXI вв.	Читается за 6 минут	6 ч			Русская литература->Советская
texts/strugackie_ponedelnik_nachinaetsia_v_subbotu.txt	Понедельник начинается в субботу	1971	Стругацкие	XX–XXI вв.	Читается за 10 минут	6 ч	Павел Гайдаржинский	235	Русская литература->Советская
texts/subandhu_vasavadatta.txt	Васавадатта		Субандху	VI–VII вв.	Читается за 4 минуты		П. А. Гринцер	grincer	Прочая литература->Индийская
texts/sumarokov_dimitrii_samozvanetc.txt	Димитрий Самозванец	1771	Сумароков	1717–1777	Читается за 7 минут	40 мин			Русская литература->18 век
texts/sumarokov_khorev.txt	Хорев	1771	Сумароков	1717–1777	Читается за 7 минут				Русская литература->18 век
texts/sun_zi_iskusstvo_voyny.txt	Искусство войны		Сунь-цзы	543−495 до н. э.	Читается за 9 минут	12 ч			Прочая литература->Китайская
texts/suhovo-kobylin_svadba_krechinskogo.txt	Свадьба Кречинского		Сухово-Кобылин	1817–1903	Читается за 10 минут				Русская литература->19 век
texts/suhovo-kobylin_smert_tarelkina.txt	Смерть Тарелкина		Сухово-Кобылин	1817–1903	Читается за 9 минут	1,5 ч			Русская литература->19 век
texts/suhovo-kobylin_delo.txt	Дело		Сухово-Кобылин	1817–1903	Читается за 11 минут	2,5 ч			Русская литература->19 век
texts/senagon_zapiski_u_izgolova.txt	Записки у изголовья		Сэй-Сёнагон	966–1025	Читается за 7 минут	1,5 ч			Прочая литература->Японская
texts/selindzher_nad_propastju_vo_rzhi.txt	Над пропастью во ржи	1952	Сэлинджер	1919–2010	Читается за 8 минут	6 ч	С. Б. Белов	belov	Американская литература->США
texts/selindzher_goluboy_period_de_dome_smita.txt	Голубой период де Домье-Смита	1952	Сэлинджер	1919–2010	Читается за 10 минут	50 мин			Американская литература->США
texts/sju_parizhskie_tajny.txt	Парижские тайны		Сю	1804–1857	Читается за 14 минут	43 ч			Европейская литература->Французская
texts/taleb_chernyy_lebed_pod_znakom_nepredskazuemosti.txt	Чёрный лебедь: под знаком непредсказуемости		Талеб	род. 1960	Читается за 11 минут	14 ч			Американская литература->США
texts/reo_zanimatelnye_istorii.txt	Занимательные истории		Таллеман де Рео	1619–1692	Читается за 9 минут	13 ч			Европейская литература->Французская
texts/dzjunitiro_melkij_sneg.txt	Мелкий снег		Танидзаки	1886–1965	Читается за 15 минут		В. С. Санович	sanovich	Прочая литература->Японская
texts/dzjunitiro_istorija_sjunkin.txt	История Сюнкин		Танидзаки	1886–1965	Читается за 8 минут		В. С. Санович	sanovich	Прочая литература->Японская
texts/dzjunitiro_tatuirovka.txt	Татуировка		Танидзаки	1886–1965	Читается за 5 минут	13 мин	В. С. Санович	sanovich	Прочая литература->Японская
texts/tasso_osvobozhdennyj_ierusalim.txt	Освобождённый Иерусалим		Тассо	1544–1595	Читается за 10 минут	9 ч	Д. А. Карельский	karelsky	Европейская литература->Итальянская
texts/tatij_levkippa_i_klitofont.txt	Левкиппа и Клитофонт		Татий	II–III вв.	Читается за 10 минут	5 ч	Ю. В. Шанин	226	Античная литература->Древнегреческая
texts/tvardovskij_vasilij_terkin.txt	Василий Тёркин	1945	Твардовский	1910–1971	Читается за 5 минут	2 ч			Русская литература->Советская
texts/tvardovskij_terkin_na_tom_svete.txt	Тёркин на том свете	1945	Твардовский	1910–1971	Читается за 3 минуты	35 мин			Русская литература->Советская
texts/tven_prikljuchenija_toma_sojera.txt	Приключения Тома Сойера	1870	Твен	1835–1910	Читается за 15 минут	6 ч			Американская литература->США
texts/tven_prikljuchenija_geklberri_finna.txt	Приключения Гекльберри Финна	1870	Твен	1835–1910	Читается за 15 минут	8 ч			Американская литература->США
texts/tven_princ_i_nicshij.txt	Принц и нищий	1870	Твен	1835–1910	Читается за 7 минут	6 ч	А. М. Мелихов	56	Американская литература->США
texts/tven_janki_iz_konnektikuta_pri_dvore_korolja_artura.txt	Янки из Коннектикута при дворе короля Артура	1870	Твен	1835–1910	Читается за 11 минут	9 ч	А. М. Мелихов	56	Американская литература->США
texts/tven_istoriia_s_privideniem.txt	История с привидением	1870	Твен	1835–1910	Читается за 4 минуты	10 мин			Американская литература->США
texts/tegner_saga_o_fritofe.txt	Сага о Фритьофе		Тегнер	1782–1846	Читается за 11 минут				Скандинавская литература->Шведская
texts/tekkerej_jarmarka_tcsheslavija.txt	Ярмарка тщеславия	1852	Теккерей	1811–1863	Читается за 12 минут	29 ч			Европейская литература->Британская
texts/tekkerej_istorija_genri_esmonda.txt	История Генри Эсмонда	1852	Теккерей	1811–1863	Читается за 7 минут		А. П. Шишкин	shishkin	Европейская литература->Британская
texts/tekkerej_njukomy.txt	Ньюкомы	1852	Теккерей	1811–1863	Читается за 10 минут		А. П. Шишкин	shishkin	Европейская литература->Британская
texts/teleshov_belaia_tcaplia.txt	Белая цапля		Телешов	1867–1957	Читается за 4 минуты	20 мин			Русская литература->Советская
texts/temei_zapiski_iz_keli.txt	Записки из кельи		Тёмэй	1155–1216	Читается за 5 минут	35 мин			Прочая литература->Японская
texts/tendrjakov_hleb_dlja_sobaki.txt	Хлеб для собаки	1973	Тендряков	1923–1984	Читается за 5 минут	30 мин			Русская литература->Советская
texts/tendrjakov_noch_posle_vypuska.txt	Ночь после выпуска	1973	Тендряков	1923–1984	Читается за 5 минут	12 ч	Антонин Потоцкий	244	Русская литература->Советская
texts/tendrjakov_vesennie_perevertyshi.txt	Весенние перевёртыши	1973	Тендряков	1923–1984	Читается за 5 минут	5 ч			Русская литература->Советская
texts/tepfer_biblioteka_moego_djadi.txt	Библиотека моего дяди		Тёпфер	1799–1846	Читается за 8 минут	4,5 ч			Прочая европейская литература->Швейцарская
texts/afr_bratja.txt	Братья		Теренций	185−159 до н. э.	Читается за 4 минуты	1,5 ч	Ю. В. Шанин	226	Античная литература->Древнеримская
texts/afr_svekrov.txt	Свекровь		Теренций	185−159 до н. э.	Читается за 3 минуты	1,5 ч	Ю. В. Шанин	226	Античная литература->Древнеримская
texts/afr_samoistjazatel.txt	Самоистязатель		Теренций	185−159 до н. э.	Читается за 3 минуты	1,5 ч	Ю. В. Шанин	226	Античная литература->Древнеримская
texts/afr_formion.txt	Формион		Теренций	185−159 до н. э.	Читается за 7 минут	1,5 ч	Ю. В. Шанин	226	Античная литература->Древнеримская
texts/tik_belokuryj_ekbert.txt	Белокурый Экберт	1797	Тик	1773–1853	Читается за 4 минуты				Европейская литература->Немецкая
texts/tik_stranstvovanija_franca_shternbalda.txt	Странствования Франца Штернбальда	1797	Тик	1773–1853	Читается за 8 минут				Европейская литература->Немецкая
texts/tik_runenberg.txt	Руненберг	1797	Тик	1773–1853	Читается за 9 минут		Алексей Портсмунт	69	Европейская литература->Немецкая
texts/mondzaemon_samoubijstvo_vljublennyh_na_ostrove_nebesnyh_setej.txt	Самоубийство влюблённых на Острове Небесных Сетей		Тикамацу	1653–1725	Читается за 12 минут				Прочая литература->Японская
texts/til_ot_nulia_k_edinitce.txt	От нуля к единице: как создать стартап, который изменит будущее		Тиль	род. 1967	Читается за 11 минут	5 ч			Американская литература->США
texts/tokareva_den_bez_vranja.txt	День без вранья		Токарева	род. 1937	Читается за 4 минуты	15 ч			Русская литература->Современная
texts/tolkien_vlastelin_kolec.txt	Властелин Колец		Толкин	1892–1973	Читается за 12 минут	31 ч			Европейская литература->Британская
texts/tolkien_hobbit_ili_tuda_i_obratno.txt	Хоббит, или Туда и обратно		Толкин	1892–1973	Читается за 6 минут	7 ч			Европейская литература->Британская
texts/tolstaia_kys.txt	Кысь	2001	Толстая	род. 1951	Читается за 9 минут	8 ч			Русская литература->Современная
texts/tolstaia_sonia.txt	Соня	2001	Толстая	род. 1951	Читается за 3 минуты		Юрий Зеликсон	239	Русская литература->Современная
texts/tolstaia_na_zolotom_kryltce_sideli.txt	На золотом крыльце сидели	2001	Толстая	род. 1951	Читается за 2 минуты	6 ч	Юрий Зеликсон	239	Русская литература->Современная
texts/tolstaia_svidanie_s_ptitcey.txt	Свидание с птицей	2001	Толстая	род. 1951	Читается за 3 минуты		Юрий Зеликсон	239	Русская литература->Современная
texts/topelius_chelovek_i_slon.txt	Человек и слон		Топелиус	1818–1898	Читается за 2 минуты	30 мин			Скандинавская литература->Финская
texts/toro_uolden_ili_zhizn_v_lesu.txt	Уолден, или Жизнь в лесу		Торо	1817–1862	Читается за 8 минут	10 ч			Американская литература->США
texts/traut_pozitcionirovanie_bitva_za_umy.txt	Позиционирование: битва за умы		Траут	1935–2017	Читается за 7 минут				Американская литература->США
texts/trediakovskii_tilemakhida.txt	Тилемахида, или Странствование Тилемаха сына Одиссеева		Тредиаковский	1703–1769	Читается за 14 минут				Русская литература->18 век
texts/trenev_ljubov_jarovaja.txt	Любовь Яровая		Тренёв	1876–1945	Читается за 7 минут	2 ч			Русская литература->Советская
texts/trifonov_obmen.txt	Обмен	1971	Трифонов	1925–1981	Читается за 7 минут	2 ч	Е. А. Шкловский	123	Русская литература->Советская
texts/trifonov_dom_na_naberezhnoj.txt	Дом на набережной	1971	Трифонов	1925–1981	Читается за 9 минут	4 ч	Е. А. Шкловский	123	Русская литература->Советская
texts/trifonov_drugaja_zhizn.txt	Другая жизнь	1971	Трифонов	1925–1981	Читается за 9 минут	4,5 ч	Е. А. Шкловский	123	Русская литература->Советская
texts/trifonov_starik.txt	Старик	1971	Трифонов	1925–1981	Читается за 10 минут	6 ч	Е. А. Шкловский	123	Русская литература->Советская
texts/trifonov_dolgoe_procshanie.txt	Долгое прощание	1971	Трифонов	1925–1981	Читается за 8 минут	3 ч	Е. А. Шкловский	123	Русская литература->Советская
texts/troepolskiy_belyy_bim_chernoe_ukho.txt	Белый Бим Чёрное ухо		Троепольский	1905–1995	Читается за 12 минут	5 ч			Русская литература->Советская
texts/troye_ivejn_ili_rycar_so_lvom.txt	Ивэйн, или Рыцарь со львом		Труа	XII в.	Читается за 10 минут	2,5 ч			Европейская литература->Французская
texts/tulgan_byt_nachalnikom_eto_normalno.txt	Быть начальником — это нормально: пошаговый план, который поможет вам стать тем менеджером, в котором нуждается ваша команда		Тулган	род. 1967	Читается за 11 минут	6 ч	Сергей Багузин	260	Американская литература->США
texts/turgenev_zapiski_okhotnika.txt	Записки охотника</h3></a><div class=w-desc>Странствуя с ружьём и собакой, рассказчик записывает небольшие истории о нравах и быте окрестных крестьян и своих соседей-землевладельцев.	1857	Тургенев	1818–1883	Читается за 14 минут	10 ч			Русская литература->19 век
texts/turgenev_biriuk.txt	Бирюк	1857	Тургенев	1818–1883	Читается за 3 минуты	12 мин			Русская литература->19 век
texts/turgenev_mumu.txt	Муму	1857	Тургенев	1818–1883	Читается за 5 минут	55 мин			Русская литература->19 век
texts/turgenev_bezhin_lug.txt	Бежин луг	1857	Тургенев	1818–1883	Читается за 4 минуты	35 мин			Русская литература->19 век
texts/tynjanov_smert_vazir-muhtara.txt	Смерть Вазир-Мухтара	1931	Тынянов	1894–1943	Читается за 5 минут	11 ч	В. И. Новиков	109	Русская литература->Советская
texts/tynjanov_pushkin.txt	Пушкин	1931	Тынянов	1894–1943	Читается за 7 минут	15 ч	В. И. Новиков	109	Русская литература->Советская
texts/tynjanov_kjuhlja.txt	Кюхля	1931	Тынянов	1894–1943	Читается за 6 минут	8 ч	В. И. Новиков	109	Русская литература->Советская
texts/tynjanov_voskovaia_persona.txt	Восковая персона	1931	Тынянов	1894–1943	Читается за 15 минут	3 ч			Русская литература->Советская
texts/u_chenen_puteshestvie_na_zapad.txt	Путешествие на Запад		У_2	1500–1582	Читается за 15 минут		И. С. Смирнов	smirnov	Прочая литература->Китайская
texts/uajlder_most_korolja_ljudovika_svjatogo.txt	Мост короля Людовика Святого		Уайлдер	1897–1975	Читается за 9 минут	2,5 ч			Американская литература->США
texts/uajlder_den_vosmoj.txt	День восьмой		Уайлдер	1897–1975	Читается за 8 минут	13 ч			Американская литература->США
texts/uajld_portret_doriana_greja.txt	Портрет Дориана Грея	1892	Уайльд	1854–1900	Читается за 7 минут	7 ч	Н. М. Пальцев	183	Европейская литература->Британская
texts/uajld_zvezdnyj_malchik.txt	Звёздный Мальчик	1892	Уайльд	1854–1900	Читается за 2 минуты	25 мин			Европейская литература->Британская
texts/uajld_kentervilskoe_prividenie.txt	Кентервильское привидение	1892	Уайльд	1854–1900	Читается за 5 минут	8 ч			Европейская литература->Британская
texts/uajt_drevo_chelovecheskoe.txt	Древо человеческое		Уайт	1912–1990	Читается за 4 минуты	17 ч	А. П. Шишкин	shishkin	Прочая литература->Австралийская
texts/uiljams_tramvaj_zhelanie.txt	Трамвай «Желание»	1957	Уильямс	1911–1983	Читается за 7 минут	2,5 ч			Американская литература->США
texts/uiljams_stekljannyj_zverinec.txt	Стеклянный зверинец	1957	Уильямс	1911–1983	Читается за 6 минут	2 ч			Американская литература->США
texts/uiljams_orfej_spuskaetsja_v_ad.txt	Орфей спускается в ад	1957	Уильямс	1911–1983	Читается за 6 минут	2,5 ч			Американская литература->США
texts/unamuno_avel_sanches.txt	Авель Санчес		Унамуно	1864–1936	Читается за 8 минут	3 ч			Европейская литература->Испанская
texts/unset_kristin_doch_lavransa.txt	Кристин, дочь Лавранса		Унсет	1882–1949	Читается за 14 минут				Скандинавская литература->Норвежская
texts/uolles_ben_gur.txt	Бен-Гур: история Христа		Уоллес	1827–1905	Читается за 15 минут	14 ч			Американская литература->США
texts/uorren_vsja_korolevskaja_rat.txt	Вся королевская рать		Уоррен	1905–1989	Читается за 9 минут	15 ч	Я. В. Никитин	233	Американская литература->США
texts/warrillow_sozdannyy_na_prodazhu.txt	Созданный на продажу: постройте бизнес, который может процветать без вас		Уоррилоу	род. 1971	Читается за 13 минут				Американская литература->США
texts/uejn_speshi_vniz.txt	Спеши вниз		Уэйн	1925–1994	Читается за 8 минут	7 ч			Европейская литература->Британская
texts/uells_chelovek-nevidimka.txt	Человек-невидимка	1898	Уэллс	1866–1946	Читается за 9 минут	4 ч	Ю. И. Кагарлицкий	228	Европейская литература->Британская
texts/uells_mashina_vremeni.txt	Машина времени	1898	Уэллс	1866–1946	Читается за 6 минут	2,5 ч	Ю. И. Кагарлицкий	228	Европейская литература->Британская
texts/uells_vojna_mirov.txt	Война миров	1898	Уэллс	1866–1946	Читается за 8 минут	4,5 ч	Ю. И. Кагарлицкий	228	Европейская литература->Британская
texts/uelch_pobeditel.txt	Победитель		Уэлч	род. 1935	Читается за 13 минут				Американская литература->США
texts/uelsh_koshmary_aista_marabu.txt	Кошмары аиста Марабу	1995	Уэлш	род. 1958	Читается за 8 минут	7 ч			Британская литература->Шотландская
texts/uelsh_na_igle.txt	На игле	1995	Уэлш	род. 1958	Читается за 11 минут	8 ч			Британская литература->Шотландская
texts/fadeev_razgrom.txt	Разгром	1951	Фадеев	1901–1956	Читается за 5 минут	5 ч	Л. И. Соболев	154	Русская литература->Советская
texts/fadeev_molodaja_gvardija.txt	Молодая гвардия	1951	Фадеев	1901–1956	Читается за 7 минут	15 ч			Русская литература->Советская
texts/fallada_kazhdyj_umiraet_v_odinochku.txt	Каждый умирает в одиночку		Фаллада	1893–1947	Читается за 9 минут	15 ч			Европейская литература->Немецкая
texts/farker_oficer-verbovcshik.txt	Офицер-вербовщик		Фаркер	1677–1707	Читается за 12 минут				Европейская литература->Британская
texts/faulz_kollektcioner.txt	Коллекционер	1965	Фаулз	1926–2005	Читается за 7 минут	7 ч	Азат Саттаров	65	Европейская литература->Британская
texts/faulz_zhencshina_francuzskogo_lejtenanta.txt	Любовница французского лейтенанта	1965	Фаулз	1926–2005	Читается за 9 минут	14 ч			Европейская литература->Британская
texts/faulz_volhv.txt	Волхв	1965	Фаулз	1926–2005	Читается за 11 минут	18 ч			Европейская литература->Британская
texts/fedin_goroda_i_gody.txt	Города и годы		Федин	1892–1977	Читается за 7 минут	10 ч			Русская литература->Советская
texts/fejhtvanger_semja_opperman.txt	Семья Опперман	1926	Фейхтвангер	1884–1958	Читается за 9 минут	10 ч			Прочая литература->Еврейская
texts/fejhtvanger_evrej_zjuss.txt	Еврей Зюсс	1926	Фейхтвангер	1884–1958	Читается за 8 минут	15 ч			Прочая литература->Еврейская
texts/mot-fenelon_prikljuchenija_telemaka.txt	Приключения Телемака		Фенелон	1651–1715	Читается за 10 минут		А. П. Шишкин	shishkin	Европейская литература->Французская
texts/ferriss_kak_rabotat_po_4_chasa_v_nedeliu.txt	Как работать по 4 часа в неделю и при этом не торчать в офисе «от звонка до звонка», жить где угодно и богатеть		Феррис	род. 1977	Читается за 14 минут	11 ч			Американская литература->США
texts/filding_istorija_toma_dzhonsa_najdenysha.txt	История Тома Джонса, найдёныша	1743	Филдинг	1707–1754	Читается за 15 минут	34 ч			Европейская литература->Британская
texts/filding_istorija_prikljuchenij_dzhozefa_endrjusa_i_ego_druga_abraama_adamsa.txt	История приключений Джозефа Эндрюса и его друга Абраама Адамса	1743	Филдинг	1707–1754	Читается за 9 минут		В. В. Рынкевич	rynkevich	Европейская литература->Британская
texts/filding_istorija_zhizni_pokojnogo_dzhonatana_uajlda_velikogo.txt	История жизни покойного Джонатана Уайльда Великого	1743	Филдинг	1707–1754	Читается за 8 минут		В. В. Рынкевич	rynkevich	Европейская литература->Британская
texts/filippo_filumena_marturano.txt	Филумена Мартурано	1945	Филиппо	1900–1984	Читается за 9 минут	1,5 ч			Европейская литература->Итальянская
texts/filippo_neapol_gorod_millionerov.txt	Неаполь — город миллионеров	1945	Филиппо	1900–1984	Читается за 8 минут	2,5 ч			Европейская литература->Итальянская
texts/firdousi_shahname.txt	Шахнаме		Фирдоуси	940–1020	Читается за 30 минут	13 ч	Х. Г. Короглы	36	Прочая восточная литература->Персидская
texts/ficdzherald_velikij_getsbi.txt	Великий Гэтсби	1925	Фицджеральд	1896–1940	Читается за 10 минут	4 ч			Американская литература->США
texts/ficdzherald_noch_nezhna.txt	Ночь нежна	1925	Фицджеральд	1896–1940	Читается за 10 минут	10 ч			Американская литература->США
texts/fisher_peregovory_bez_porazheniia.txt	Переговоры без поражения: гарвардский метод		Фишер	1922–2012	Читается за 11 минут	7 ч			Американская литература->США
texts/flober_gospozha_bovari.txt	Госпожа Бовари	1869	Флобер	1821–1880	Читается за 12 минут	11 ч			Европейская литература->Французская
texts/flober_vospitanie_chuvstv.txt	Воспитание чувств	1869	Флобер	1821–1880	Читается за 12 минут	13 ч			Европейская литература->Французская
texts/flober_salambo.txt	Саламбо	1869	Флобер	1821–1880	Читается за 12 минут	8 ч			Европейская литература->Французская
texts/flober_prostaia_dusha.txt	Простая душа	1869	Флобер	1821–1880	Читается за 6 минут	55 мин			Европейская литература->Французская
texts/folkner_shum_i_jarost.txt	Шум и ярость	1957	Фолкнер	1897–1962	Читается за 10 минут	8 ч	Д. А. Карельский	karelsky	Американская литература->США
texts/folkner_svet_v_avguste.txt	Свет в августе	1957	Фолкнер	1897–1962	Читается за 11 минут	11 ч	Д. А. Карельский	karelsky	Американская литература->США
texts/folkner_osobnjak.txt	Особняк	1957	Фолкнер	1897–1962	Читается за 11 минут	12 ч	Д. А. Карельский	karelsky	Американская литература->США
texts/folkner_gorod.txt	Город	1957	Фолкнер	1897–1962	Читается за 11 минут	10 ч	Д. А. Карельский	karelsky	Американская литература->США
texts/folkner_poselok.txt	Посёлок	1957	Фолкнер	1897–1962	Читается за 11 минут	11 ч	Д. А. Карельский	karelsky	Американская литература->США
texts/fonvizin_nedorosl.txt	Недоросль	1768	Фонвизин	1745–1792	Читается за 10 минут	1,5 ч			Русская литература->18 век
texts/fonvizin_brigadir.txt	Бригадир	1768	Фонвизин	1745–1792	Читается за 7 минут	1,5 ч			Русская литература->18 век
texts/forsh_odety_kamnem.txt	Одеты камнем		Форш	1873–1961	Читается за 25 минут	6 ч			Русская литература->Советская
texts/forsh_sumasshedshij_korabl.txt	Сумасшедший корабль		Форш	1873–1961	Читается за 5 минут	4 ч	И. Г. Животовский	zhivotovsky	Русская литература->Советская
texts/foskolo_poslednie_pisma_jakopo_ortisa.txt	Последние письма Якопо Ортиса		Фосколо	1778–1827	Читается за 8 минут				Европейская литература->Итальянская
texts/fraerman_dikaja_sobaka_dingo_ili_povest_o_pervoj_ljubvi.txt	Дикая собака Динго, или Повесть о первой любви		Фраерман	1891–1972	Читается за 5 минут	3 ч			Русская литература->Советская
texts/frank_ucheniki_iisusa.txt	Ученики Иисуса		Франк_1	1882–1961	Читается за 8 минут				Европейская литература->Немецкая
texts/franko_zakhar_berkut.txt	Захар Беркут		Франко	1856–1916	Читается за 7 минут	5 ч			Европейская литература->Украинская
texts/frans_ostrov_pingvinov.txt	Остров пингвинов		Франс	1844–1924	Читается за 8 минут	8 ч			Европейская литература->Французская
texts/frans_vosstanie_angelov.txt	Восстание ангелов		Франс	1844–1924	Читается за 8 минут	6 ч			Европейская литература->Французская
texts/frans_sovremennaja_istorija.txt	Современная история		Франс	1844–1924	Читается за 11 минут				Европейская литература->Французская
texts/freyd_tolkovanie_snovideniy.txt	Толкование сновидений		Фрейд	1856–1939	Читается за 13 минут	17 ч	Константин Жидков	zhidkov	Европейская литература->Австрийская
texts/frish_homo_faber.txt	Хомо Фабер		Фриш	1911–1991	Читается за 9 минут				Прочая европейская литература->Швейцарская
texts/frish_don_zhuan.txt	Дон Жуан, или Любовь к геометрии		Фриш	1911–1991	Читается за 9 минут	1,5 ч			Прочая европейская литература->Швейцарская
texts/frish_nazove_sebja_gantenbajn.txt	Назову себя Гантенбайн		Фриш	1911–1991	Читается за 9 минут	9 ч			Прочая европейская литература->Швейцарская
texts/fuke_adskiy_zhitel.txt	Адский житель		Фуке	1777–1843	Читается за 7 минут	50 мин			Европейская литература->Французская
texts/furmanov_chapaev.txt	Чапаев		Фурманов	1891–1926	Читается за 6 минут	8 ч	В. М. Сотников	sotnikov	Русская литература->Советская
texts/fen_menlun_bunt_van_sinchzhi.txt	Бунт Ван Синьчжи		Фэн	1574–1645	Читается за 3 минуты		И. С. Смирнов	smirnov	Прочая литература->Китайская
texts/fen_menlun_moshennik_chzhao.txt	Мошенник Чжао и его дружки		Фэн	1574–1645	Читается за 4 минуты		И. С. Смирнов	smirnov	Прочая литература->Китайская
texts/fen_menlun_put_k_zaoblachnym_vratam.txt	Путь к Заоблачным Вратам		Фэн	1574–1645	Читается за 5 минут		И. С. Смирнов	smirnov	Прочая литература->Китайская
texts/fjureter_mecshanskij_roman.txt	Мещанский роман		Фюретьер	1619–1688	Читается за 13 минут				Европейская литература->Французская
texts/haksli_o_divnyj_novyj_mir.txt	О дивный новый мир	1928	Хаксли	1894–1963	Читается за 8 минут	6 ч			Европейская литература->Британская
texts/haksli_kontrapunkt.txt	Контрапункт	1928	Хаксли	1894–1963	Читается за 8 минут	15 ч			Европейская литература->Британская
texts/handke_korotkoe_pismo_k_dolgomu_procshaniju.txt	Короткое письмо к долгому прощанию		Хандке	род. 1942	Читается за 10 минут	4 ч			Европейская литература->Австрийская
texts/xariton_povest_o_ljubvi_xereja_i_kalliroi.txt	Повесть о любви Херея и Каллирои		Харитон	I в.	Читается за 10 минут	4 ч	Ю. В. Шанин	226	Античная литература->Древнегреческая
texts/haritonov_linii_sudby_ili_sunduchok_milashevicha.txt	Линии судьбы, или Сундучок Милашевича		Харитонов	род. 1937	Читается за 5 минут	11 ч			Русская литература->Современная
texts/kharris_svoboda_voli.txt	Свобода воли, которой не существует		Харрис	род. 1967	Читается за 8 минут	1,5 ч	Сергей Багузин	260	Американская литература->США
texts/hartli_posrednik.txt	Посредник		Хартли	1895–1972	Читается за 7 минут	8 ч	А. П. Шишкин	shishkin	Европейская литература->Британская
texts/harsha_ratnavali.txt	Ратнавали		Харша	590–647	Читается за 4 минуты		П. А. Гринцер	grincer	Прочая литература->Индийская
texts/hebbel_marija_magdalina.txt	Мария Магдалина	1855	Хеббель	1813–1863	Читается за 9 минут				Европейская литература->Немецкая
texts/hebbel_agnesa_bernauer.txt	Агнеса Бернауэр	1855	Хеббель	1813–1863	Читается за 9 минут				Европейская литература->Немецкая
texts/hejli_aeroport.txt	Аэропорт		Хейли	1920–2004	Читается за 9 минут	14 ч			Европейская литература->Британская
texts/heller_popravka-22.txt	Поправка-22		Хеллер	1923–1999	Читается за 9 минут	15 ч	С. Б. Белов	belov	Американская литература->США
texts/hel_u_podnozhja_vavilonskoj_bashni.txt	У подножья Вавилонской башни		Хёль	1890–1960	Читается за 9 минут				Скандинавская литература->Норвежская
texts/heminguej_starik_i_more.txt	Старик и море	1937	Хемингуэй	1899–1961	Читается за 7 минут	2 ч			Американская литература->США
texts/heminguej_procshaj_oruzhie.txt	Прощай, оружие!	1937	Хемингуэй	1899–1961	Читается за 8 минут	7 ч			Американская литература->США
texts/heminguej_po_kom_zvonit_kolokol.txt	По ком звонит колокол	1937	Хемингуэй	1899–1961	Читается за 9 минут	13 ч			Американская литература->США
texts/heminguej_imet_i_ne_imet.txt	Иметь и не иметь	1937	Хемингуэй	1899–1961	Читается за 7 минут	4 ч			Американская литература->США
texts/hemmet_maltijskij_sokol.txt	Мальтийский сокол		Хеммет	1894–1961	Читается за 8 минут		С. Б. Белов	belov	Американская литература->США
texts/kheraskov_rossiiada.txt	Россияда		Херасков	1733–1807	Читается за 10 минут				Русская литература->18 век
texts/hurst_gorshochek_ne_vari.txt	Горшочек, не вари! Как обуздать бесконечный поток писем и задач		Хёрст		Читается за 7 минут	4,5 ч			Американская литература->США
texts/heath_lovushki_myshleniia.txt	Ловушки мышления: как принимать решения, о которых вы не пожалеете		Хиз	род. 1963	Читается за 12 минут	10 ч			Американская литература->США
texts/himenes_platero_i_ja.txt	Платеро и я		Хименес	1881–1958	Читается за 9 минут				Европейская литература->Испанская
texts/holmes_sovershennaia_mashina_prodazh.txt	Совершенная машина продаж: 12 проверенных стратегий эффективности бизнеса		Холмс		Читается за 15 минут	10 ч			Американская литература->США
texts/khomskiy_gosudarstvo_budushchego.txt	Государство будущего		Хомский	род. 1928	Читается за 11 минут	1,5 ч	Сергей Багузин	260	Американская литература->США
texts/khosseyni_begushchiy_za_vetrom.txt	Бегущий за ветром	2003	Хоссейни	род. 1965	Читается за 15 минут	9 ч			Американская литература->США
